,state,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,outdoor
305,Arkansas,2020-03-24,-30.0,-9.0,52.0,-17.0,-35.0,14.0,-7.8
306,Arkansas,2020-03-25,-25.0,-5.0,108.0,-18.0,-35.0,12.0,5.0
307,Arkansas,2020-03-26,-24.0,-4.0,133.0,-18.0,-36.0,12.0,10.2
308,Arkansas,2020-03-27,-28.0,-7.0,88.0,-22.0,-36.0,13.0,-1.0
309,Arkansas,2020-03-28,-39.0,-14.0,-1.0,-26.0,-23.0,10.0,-20.6
310,Arkansas,2020-03-29,-29.0,-7.0,81.0,-22.0,-27.0,7.0,-0.8
311,Arkansas,2020-03-30,-31.0,-11.0,-19.0,-25.0,-34.0,14.0,-24.0
312,Arkansas,2020-03-31,-26.0,-6.0,36.0,-21.0,-35.0,13.0,-10.4
313,Arkansas,2020-04-01,-19.0,2.0,75.0,-18.0,-35.0,11.0,1.0
314,Arkansas,2020-04-02,-24.0,2.0,59.0,-21.0,-36.0,13.0,-4.0
315,Arkansas,2020-04-03,-28.0,3.0,6.0,-27.0,-36.0,15.0,-16.4
316,Arkansas,2020-04-04,-42.0,-4.0,-32.0,-31.0,-25.0,12.0,-26.8
317,Arkansas,2020-04-05,-36.0,-3.0,25.0,-33.0,-29.0,8.0,-15.2
318,Arkansas,2020-04-06,-29.0,-6.0,15.0,-25.0,-36.0,13.0,-16.2
319,Arkansas,2020-04-07,-30.0,-6.0,46.0,-24.0,-37.0,14.0,-10.2
320,Arkansas,2020-04-08,-25.0,-2.0,81.0,-24.0,-37.0,12.0,-1.4
321,Arkansas,2020-04-09,-25.0,0.0,58.0,-25.0,-38.0,13.0,-6.0
322,Arkansas,2020-04-10,-25.0,2.0,62.0,-30.0,-43.0,15.0,-6.8
323,Arkansas,2020-04-11,-35.0,1.0,1.0,-34.0,-26.0,10.0,-18.6
324,Arkansas,2020-04-12,-53.0,-29.0,-27.0,-39.0,-36.0,10.0,-36.8
325,Arkansas,2020-04-13,-26.0,-8.0,-9.0,-22.0,-39.0,12.0,-20.8
326,Arkansas,2020-04-14,-25.0,-7.0,11.0,-21.0,-38.0,13.0,-16.0
327,Arkansas,2020-04-15,-10.0,4.0,56.0,-18.0,-35.0,11.0,-0.6
328,Arkansas,2020-04-16,-15.0,3.0,66.0,-19.0,-36.0,11.0,-0.2
329,Arkansas,2020-04-17,-23.0,-5.0,23.0,-25.0,-36.0,14.0,-13.2
330,Arkansas,2020-04-18,-25.0,-1.0,36.0,-20.0,-19.0,7.0,-5.8
331,Arkansas,2020-04-19,-31.0,-12.0,-26.0,-34.0,-29.0,9.0,-26.4
332,Arkansas,2020-04-20,-16.0,-2.0,35.0,-20.0,-34.0,12.0,-7.4
333,Arkansas,2020-04-21,-15.0,1.0,85.0,-16.0,-35.0,11.0,4.0
334,Arkansas,2020-04-22,-25.0,-8.0,-11.0,-23.0,-36.0,15.0,-20.6
335,Arkansas,2020-04-23,-18.0,3.0,46.0,-20.0,-35.0,12.0,-4.8
336,Arkansas,2020-04-24,-20.0,0.0,34.0,-22.0,-35.0,13.0,-8.6
337,Arkansas,2020-04-25,-23.0,3.0,27.0,-20.0,-20.0,7.0,-6.6
338,Arkansas,2020-04-26,-18.0,4.0,78.0,-22.0,-25.0,5.0,3.4
339,Arkansas,2020-04-27,-14.0,0.0,11.0,-17.0,-34.0,12.0,-10.8
340,Arkansas,2020-04-28,-15.0,3.0,36.0,-15.0,-35.0,6.0,-5.2
341,Arkansas,2020-04-29,-9.0,8.0,51.0,-15.0,-34.0,11.0,0.2
342,Arkansas,2020-04-30,-8.0,11.0,80.0,-14.0,-34.0,10.0,7.0
343,Arkansas,2020-05-01,-8.0,13.0,95.0,-13.0,-33.0,10.0,10.8
344,Arkansas,2020-05-02,-15.0,12.0,81.0,-10.0,-17.0,4.0,10.2
345,Arkansas,2020-05-03,-15.0,6.0,38.0,-20.0,-22.0,5.0,-2.6
346,Arkansas,2020-05-04,-8.0,6.0,18.0,-15.0,-32.0,11.0,-6.2
347,Arkansas,2020-05-05,-5.0,14.0,60.0,-12.0,-32.0,10.0,5.0
348,Arkansas,2020-05-06,-4.0,13.0,92.0,-12.0,-31.0,9.0,11.6
349,Arkansas,2020-05-07,-9.0,11.0,63.0,-14.0,-32.0,10.0,3.8
350,Arkansas,2020-05-08,-10.0,11.0,56.0,-14.0,-32.0,11.0,2.2
351,Arkansas,2020-05-09,-9.0,23.0,59.0,-8.0,-15.0,3.0,10.0
352,Arkansas,2020-05-10,-8.0,24.0,72.0,-13.0,-19.0,2.0,11.2
353,Arkansas,2020-05-11,-9.0,4.0,14.0,-10.0,-30.0,10.0,-6.2
354,Arkansas,2020-05-12,-13.0,3.0,-9.0,-15.0,-32.0,12.0,-13.2
355,Arkansas,2020-05-13,-3.0,10.0,82.0,-10.0,-29.0,9.0,10.0
356,California,2020-02-15,1.0,1.0,19.0,1.0,-1.0,0.0,4.2
357,California,2020-02-16,5.0,0.0,31.0,1.0,-1.0,-1.0,7.2
358,California,2020-02-17,9.0,1.0,44.0,-12.0,-38.0,8.0,0.8
359,California,2020-02-18,0.0,0.0,16.0,3.0,0.0,0.0,3.8
360,California,2020-02-19,0.0,0.0,13.0,1.0,0.0,0.0,2.8
361,California,2020-02-20,2.0,1.0,12.0,1.0,0.0,0.0,3.2
362,California,2020-02-21,1.0,0.0,8.0,0.0,1.0,0.0,2.0
363,California,2020-02-22,0.0,0.0,-3.0,-4.0,1.0,1.0,-1.2
364,California,2020-02-23,4.0,1.0,16.0,3.0,2.0,0.0,5.2
365,California,2020-02-24,2.0,0.0,12.0,1.0,4.0,0.0,3.8
366,California,2020-02-25,3.0,1.0,20.0,3.0,3.0,-1.0,6.0
367,California,2020-02-26,5.0,3.0,16.0,3.0,2.0,-1.0,5.8
368,California,2020-02-27,5.0,3.0,14.0,3.0,2.0,-1.0,5.4
369,California,2020-02-28,4.0,4.0,10.0,2.0,3.0,-1.0,4.6
370,California,2020-02-29,4.0,4.0,15.0,1.0,2.0,-1.0,5.2
371,California,2020-03-01,5.0,3.0,-4.0,-1.0,1.0,0.0,0.8
372,California,2020-03-02,6.0,6.0,8.0,0.0,4.0,-1.0,4.8
373,California,2020-03-03,8.0,9.0,30.0,2.0,3.0,-1.0,10.4
374,California,2020-03-04,4.0,6.0,15.0,-1.0,2.0,0.0,5.2
375,California,2020-03-05,5.0,7.0,11.0,-1.0,2.0,0.0,4.8
376,California,2020-03-06,2.0,5.0,7.0,-4.0,2.0,0.0,2.4
377,California,2020-03-07,0.0,4.0,0.0,-6.0,2.0,1.0,0.0
378,California,2020-03-08,2.0,3.0,11.0,-4.0,1.0,0.0,2.6
379,California,2020-03-09,3.0,6.0,12.0,-7.0,1.0,1.0,3.0
380,California,2020-03-10,-1.0,4.0,-10.0,-13.0,-3.0,3.0,-4.6
381,California,2020-03-11,3.0,9.0,12.0,-10.0,-3.0,2.0,2.2
382,California,2020-03-12,-3.0,13.0,-15.0,-18.0,-6.0,4.0,-5.8
383,California,2020-03-13,-3.0,31.0,-20.0,-21.0,-8.0,5.0,-4.2
384,California,2020-03-14,-13.0,23.0,-37.0,-24.0,-6.0,6.0,-11.4
385,California,2020-03-15,-16.0,11.0,-25.0,-23.0,-8.0,6.0,-12.2
386,California,2020-03-16,-12.0,21.0,-27.0,-31.0,-24.0,11.0,-14.6
387,California,2020-03-17,-23.0,11.0,-12.0,-34.0,-33.0,14.0,-18.2
388,California,2020-03-18,-29.0,4.0,-20.0,-39.0,-38.0,17.0,-24.4
389,California,2020-03-19,-32.0,3.0,-20.0,-43.0,-40.0,18.0,-26.4
390,California,2020-03-20,-40.0,-3.0,-22.0,-46.0,-44.0,21.0,-31.0
391,California,2020-03-21,-48.0,-13.0,-22.0,-47.0,-33.0,16.0,-32.6
392,California,2020-03-22,-50.0,-22.0,-24.0,-52.0,-36.0,14.0,-36.8
393,California,2020-03-23,-41.0,-18.0,-28.0,-52.0,-49.0,21.0,-37.6
394,California,2020-03-24,-42.0,-18.0,-31.0,-52.0,-50.0,22.0,-38.6
395,California,2020-03-25,-42.0,-19.0,-30.0,-52.0,-51.0,22.0,-38.8
396,California,2020-03-26,-42.0,-18.0,-28.0,-53.0,-51.0,23.0,-38.4
397,California,2020-03-27,-44.0,-17.0,-29.0,-54.0,-50.0,24.0,-38.8
398,California,2020-03-28,-50.0,-20.0,-48.0,-53.0,-37.0,18.0,-41.6
399,California,2020-03-29,-50.0,-24.0,-38.0,-54.0,-39.0,15.0,-41.0
400,California,2020-03-30,-40.0,-20.0,-24.0,-53.0,-51.0,21.0,-37.6
401,California,2020-03-31,-40.0,-18.0,-23.0,-52.0,-53.0,22.0,-37.2
402,California,2020-04-01,-39.0,-14.0,-25.0,-51.0,-52.0,22.0,-36.2
403,California,2020-04-02,-41.0,-15.0,-30.0,-54.0,-53.0,23.0,-38.6
404,California,2020-04-03,-42.0,-12.0,-31.0,-53.0,-51.0,23.0,-37.8
405,California,2020-04-04,-50.0,-18.0,-54.0,-54.0,-39.0,18.0,-43.0
406,California,2020-04-05,-53.0,-27.0,-61.0,-59.0,-42.0,16.0,-48.4
407,California,2020-04-06,-46.0,-23.0,-54.0,-60.0,-54.0,24.0,-47.4
408,California,2020-04-07,-47.0,-23.0,-41.0,-57.0,-55.0,24.0,-44.6
409,California,2020-04-08,-47.0,-22.0,-43.0,-58.0,-55.0,24.0,-45.0
410,California,2020-04-09,-49.0,-24.0,-54.0,-62.0,-56.0,26.0,-49.0
411,California,2020-04-10,-47.0,-19.0,-44.0,-59.0,-56.0,26.0,-45.0
412,California,2020-04-11,-48.0,-14.0,-46.0,-53.0,-40.0,18.0,-40.2
413,California,2020-04-12,-62.0,-34.0,-55.0,-58.0,-44.0,16.0,-50.6
414,California,2020-04-13,-45.0,-25.0,-36.0,-55.0,-52.0,22.0,-42.6
415,California,2020-04-14,-43.0,-21.0,-25.0,-52.0,-52.0,22.0,-38.6
416,California,2020-04-15,-45.0,-17.0,-28.0,-51.0,-52.0,22.0,-38.6
417,California,2020-04-16,-54.0,-16.0,-34.0,-53.0,-52.0,23.0,-41.8
418,California,2020-04-17,-56.0,-17.0,-39.0,-54.0,-50.0,24.0,-43.2
419,California,2020-04-18,-59.0,-18.0,-47.0,-50.0,-35.0,17.0,-41.8
420,California,2020-04-19,-59.0,-21.0,-39.0,-52.0,-37.0,14.0,-41.6
421,California,2020-04-20,-54.0,-19.0,-34.0,-53.0,-50.0,21.0,-42.0
422,California,2020-04-21,-53.0,-17.0,-25.0,-52.0,-51.0,21.0,-39.6
423,California,2020-04-22,-53.0,-16.0,-25.0,-52.0,-51.0,22.0,-39.4
424,California,2020-04-23,-53.0,-15.0,-28.0,-52.0,-51.0,22.0,-39.8
425,California,2020-04-24,-54.0,-14.0,-29.0,-52.0,-50.0,23.0,-39.8
426,California,2020-04-25,-56.0,-13.0,-35.0,-47.0,-34.0,15.0,-37.0
427,California,2020-04-26,-56.0,-17.0,-31.0,-50.0,-36.0,13.0,-38.0
428,California,2020-04-27,-51.0,-15.0,-23.0,-51.0,-49.0,20.0,-37.8
429,California,2020-04-28,-51.0,-14.0,-19.0,-49.0,-50.0,13.0,-36.6
430,California,2020-04-29,-49.0,-15.0,-27.0,-50.0,-50.0,21.0,-38.2
431,California,2020-04-30,-47.0,-12.0,-24.0,-50.0,-50.0,21.0,-36.6
432,California,2020-05-01,-47.0,-9.0,-23.0,-48.0,-48.0,21.0,-35.0
433,California,2020-05-02,-50.0,-8.0,-30.0,-43.0,-32.0,14.0,-32.6
434,California,2020-05-03,-50.0,-12.0,-21.0,-45.0,-32.0,12.0,-32.0
435,California,2020-05-04,-44.0,-10.0,-17.0,-48.0,-47.0,19.0,-33.2
436,California,2020-05-05,-44.0,-6.0,-14.0,-46.0,-48.0,19.0,-31.6
437,California,2020-05-06,-46.0,-10.0,-17.0,-47.0,-48.0,20.0,-33.6
438,California,2020-05-07,-46.0,-8.0,-18.0,-48.0,-49.0,20.0,-33.8
439,California,2020-05-08,-46.0,-5.0,-18.0,-46.0,-46.0,20.0,-32.2
440,California,2020-05-09,-46.0,4.0,-23.0,-40.0,-29.0,12.0,-26.8
441,California,2020-05-10,-47.0,0.0,-22.0,-40.0,-28.0,9.0,-27.4
442,California,2020-05-11,-45.0,-14.0,-20.0,-48.0,-46.0,18.0,-34.6
443,California,2020-05-12,-45.0,-10.0,-17.0,-46.0,-47.0,19.0,-33.0
444,California,2020-05-13,-44.0,-10.0,-16.0,-46.0,-47.0,19.0,-32.6
445,Colorado,2020-02-15,2.0,3.0,-16.0,-1.0,1.0,0.0,-2.2
446,Colorado,2020-02-16,7.0,5.0,-7.0,3.0,1.0,0.0,1.8
447,Colorado,2020-02-17,5.0,2.0,4.0,-4.0,-20.0,5.0,-2.6
448,Colorado,2020-02-18,-5.0,-4.0,-18.0,1.0,-4.0,3.0,-6.0
449,Colorado,2020-02-19,-6.0,-4.0,-21.0,-2.0,0.0,2.0,-6.6
450,Colorado,2020-02-20,2.0,2.0,-5.0,0.0,0.0,0.0,-0.2
451,Colorado,2020-02-21,3.0,3.0,4.0,3.0,3.0,-1.0,3.2
452,Colorado,2020-02-22,3.0,7.0,4.0,5.0,4.0,-1.0,4.6
453,Colorado,2020-02-23,-4.0,-2.0,-37.0,-3.0,-1.0,2.0,-9.4
454,Colorado,2020-02-24,0.0,0.0,-7.0,3.0,8.0,0.0,0.8
455,Colorado,2020-02-25,-3.0,-4.0,-25.0,-2.0,2.0,1.0,-6.4
456,Colorado,2020-02-26,7.0,5.0,2.0,3.0,2.0,-1.0,3.8
457,Colorado,2020-02-27,7.0,6.0,14.0,2.0,2.0,-1.0,6.2
458,Colorado,2020-02-28,7.0,7.0,24.0,4.0,3.0,-2.0,9.0
459,Colorado,2020-02-29,5.0,8.0,5.0,4.0,4.0,-1.0,5.2
460,Colorado,2020-03-01,8.0,9.0,-14.0,2.0,3.0,0.0,1.6
461,Colorado,2020-03-02,3.0,5.0,0.0,0.0,7.0,0.0,3.0
462,Colorado,2020-03-03,9.0,11.0,17.0,3.0,4.0,-1.0,8.8
463,Colorado,2020-03-04,8.0,8.0,25.0,2.0,2.0,-1.0,9.0
464,Colorado,2020-03-05,8.0,10.0,33.0,0.0,2.0,-1.0,10.6
465,Colorado,2020-03-06,6.0,10.0,39.0,1.0,2.0,-1.0,11.6
466,Colorado,2020-03-07,6.0,13.0,49.0,4.0,3.0,-2.0,15.0
467,Colorado,2020-03-08,8.0,12.0,37.0,1.0,2.0,0.0,12.0
468,Colorado,2020-03-09,6.0,11.0,46.0,1.0,8.0,-1.0,14.4
469,Colorado,2020-03-10,6.0,11.0,32.0,-2.0,2.0,0.0,9.8
470,Colorado,2020-03-11,7.0,14.0,48.0,-1.0,1.0,-1.0,13.8
471,Colorado,2020-03-12,6.0,27.0,22.0,-8.0,-2.0,1.0,9.0
472,Colorado,2020-03-13,-6.0,27.0,-22.0,-17.0,-8.0,5.0,-5.2
473,Colorado,2020-03-14,-14.0,18.0,-17.0,-15.0,-4.0,5.0,-6.4
474,Colorado,2020-03-15,-14.0,12.0,16.0,-18.0,-10.0,4.0,-2.8
475,Colorado,2020-03-16,-7.0,22.0,44.0,-23.0,-21.0,7.0,3.0
476,Colorado,2020-03-17,-24.0,14.0,14.0,-29.0,-34.0,13.0,-11.8
477,Colorado,2020-03-18,-26.0,10.0,50.0,-32.0,-38.0,14.0,-7.2
478,Colorado,2020-03-19,-46.0,-12.0,-52.0,-57.0,-47.0,22.0,-42.8
479,Colorado,2020-03-20,-42.0,-4.0,-43.0,-48.0,-46.0,21.0,-36.6
480,Colorado,2020-03-21,-43.0,-5.0,-26.0,-44.0,-29.0,13.0,-29.4
481,Colorado,2020-03-22,-41.0,-10.0,10.0,-47.0,-33.0,10.0,-24.2
482,Colorado,2020-03-23,-31.0,-4.0,18.0,-47.0,-41.0,16.0,-21.0
483,Colorado,2020-03-24,-35.0,-8.0,36.0,-47.0,-47.0,18.0,-20.2
484,Colorado,2020-03-25,-35.0,-8.0,32.0,-50.0,-49.0,19.0,-22.0
485,Colorado,2020-03-26,-50.0,-24.0,4.0,-57.0,-53.0,22.0,-36.0
486,Colorado,2020-03-27,-53.0,-26.0,-42.0,-60.0,-53.0,25.0,-46.8
487,Colorado,2020-03-28,-56.0,-28.0,-39.0,-59.0,-40.0,17.0,-44.4
488,Colorado,2020-03-29,-51.0,-27.0,-12.0,-60.0,-40.0,13.0,-38.0
489,Colorado,2020-03-30,-44.0,-23.0,0.0,-56.0,-50.0,19.0,-34.6
490,Colorado,2020-03-31,-40.0,-17.0,23.0,-52.0,-53.0,20.0,-27.8
491,Colorado,2020-04-01,-41.0,-17.0,16.0,-54.0,-54.0,21.0,-30.0
492,Colorado,2020-04-02,-48.0,-23.0,-46.0,-63.0,-56.0,24.0,-47.2
493,Colorado,2020-04-03,-47.0,-20.0,-37.0,-60.0,-54.0,25.0,-43.6
494,Colorado,2020-04-04,-50.0,-21.0,-21.0,-57.0,-40.0,16.0,-37.8
495,Colorado,2020-04-05,-47.0,-21.0,10.0,-58.0,-41.0,12.0,-31.4
496,Colorado,2020-04-06,-41.0,-18.0,31.0,-55.0,-51.0,19.0,-26.8
497,Colorado,2020-04-07,-41.0,-17.0,22.0,-53.0,-55.0,21.0,-28.8
498,Colorado,2020-04-08,-41.0,-17.0,22.0,-54.0,-55.0,21.0,-29.0
499,Colorado,2020-04-09,-42.0,-16.0,12.0,-56.0,-55.0,22.0,-31.4
500,Colorado,2020-04-10,-43.0,-15.0,9.0,-56.0,-55.0,23.0,-32.0
501,Colorado,2020-04-11,-46.0,-11.0,-2.0,-53.0,-40.0,14.0,-30.4
502,Colorado,2020-04-12,-69.0,-45.0,-68.0,-69.0,-49.0,15.0,-60.0
503,Colorado,2020-04-13,-53.0,-32.0,-50.0,-64.0,-54.0,23.0,-50.6
504,Colorado,2020-04-14,-45.0,-23.0,-27.0,-57.0,-54.0,23.0,-41.2
505,Colorado,2020-04-15,-38.0,-17.0,-11.0,-54.0,-53.0,21.0,-34.6
506,Colorado,2020-04-16,-53.0,-32.0,-51.0,-65.0,-58.0,27.0,-51.8
507,Colorado,2020-04-17,-43.0,-20.0,-18.0,-56.0,-52.0,23.0,-37.8
508,Colorado,2020-04-18,-47.0,-22.0,-29.0,-53.0,-36.0,15.0,-37.4
509,Colorado,2020-04-19,-43.0,-20.0,1.0,-55.0,-38.0,12.0,-31.0
510,Colorado,2020-04-20,-37.0,-19.0,27.0,-51.0,-49.0,18.0,-25.8
511,Colorado,2020-04-21,-38.0,-19.0,10.0,-52.0,-52.0,21.0,-30.2
512,Colorado,2020-04-22,-38.0,-18.0,19.0,-52.0,-53.0,20.0,-28.4
513,Colorado,2020-04-23,-39.0,-18.0,13.0,-53.0,-53.0,21.0,-30.0
514,Colorado,2020-04-24,-40.0,-18.0,-4.0,-53.0,-51.0,21.0,-33.2
515,Colorado,2020-04-25,-41.0,-15.0,6.0,-48.0,-35.0,13.0,-26.6
516,Colorado,2020-04-26,-39.0,-16.0,15.0,-53.0,-37.0,10.0,-26.0
517,Colorado,2020-04-27,-31.0,-13.0,51.0,-49.0,-46.0,17.0,-17.6
518,Colorado,2020-04-28,-32.0,-13.0,24.0,-48.0,-50.0,11.0,-23.8
519,Colorado,2020-04-29,-31.0,-12.0,44.0,-47.0,-50.0,18.0,-19.2
520,Colorado,2020-04-30,-32.0,-10.0,40.0,-48.0,-51.0,19.0,-20.2
521,Colorado,2020-05-01,-31.0,-8.0,37.0,-45.0,-48.0,18.0,-19.0
522,Colorado,2020-05-02,-38.0,-10.0,-10.0,-46.0,-32.0,12.0,-27.2
523,Colorado,2020-05-03,-31.0,-6.0,43.0,-45.0,-31.0,8.0,-14.0
524,Colorado,2020-05-04,-27.0,-8.0,31.0,-46.0,-44.0,16.0,-18.8
525,Colorado,2020-05-05,-25.0,-3.0,33.0,-45.0,-47.0,17.0,-17.4
526,Colorado,2020-05-06,-28.0,-8.0,42.0,-44.0,-48.0,17.0,-17.2
527,Colorado,2020-05-07,-28.0,-6.0,45.0,-46.0,-48.0,17.0,-16.6
528,Colorado,2020-05-08,-30.0,-3.0,29.0,-43.0,-45.0,17.0,-18.4
529,Colorado,2020-05-09,-31.0,4.0,13.0,-41.0,-27.0,9.0,-16.4
530,Colorado,2020-05-10,-25.0,6.0,40.0,-42.0,-27.0,6.0,-9.6
531,Colorado,2020-05-11,-31.0,-14.0,-7.0,-48.0,-42.0,16.0,-28.4
532,Colorado,2020-05-12,-27.0,-7.0,30.0,-44.0,-45.0,16.0,-18.6
533,Colorado,2020-05-13,-25.0,-6.0,55.0,-42.0,-45.0,16.0,-12.6
534,Connecticut,2020-02-15,4.0,-4.0,16.0,8.0,-2.0,0.0,4.4
535,Connecticut,2020-02-16,5.0,-5.0,-4.0,3.0,0.0,0.0,-0.2
536,Connecticut,2020-02-17,11.0,1.0,33.0,-1.0,-29.0,6.0,3.0
537,Connecticut,2020-02-18,-1.0,-5.0,-14.0,0.0,-8.0,3.0,-5.6
538,Connecticut,2020-02-19,2.0,-1.0,12.0,4.0,0.0,0.0,3.4
539,Connecticut,2020-02-20,2.0,-1.0,2.0,3.0,2.0,0.0,1.6
540,Connecticut,2020-02-21,1.0,-5.0,-3.0,1.0,1.0,1.0,-1.0
541,Connecticut,2020-02-22,10.0,-1.0,74.0,10.0,3.0,-2.0,19.2
542,Connecticut,2020-02-23,9.0,0.0,64.0,14.0,2.0,-1.0,17.8
543,Connecticut,2020-02-24,4.0,2.0,45.0,3.0,4.0,0.0,11.6
544,Connecticut,2020-02-25,1.0,-1.0,4.0,1.0,2.0,0.0,1.4
545,Connecticut,2020-02-26,5.0,1.0,3.0,2.0,2.0,0.0,2.6
546,Connecticut,2020-02-27,3.0,1.0,4.0,3.0,3.0,0.0,2.8
547,Connecticut,2020-02-28,4.0,0.0,1.0,3.0,3.0,0.0,2.2
548,Connecticut,2020-02-29,9.0,0.0,27.0,6.0,2.0,-2.0,8.8
549,Connecticut,2020-03-01,10.0,5.0,-1.0,10.0,3.0,-1.0,5.4
550,Connecticut,2020-03-02,7.0,8.0,31.0,2.0,4.0,-1.0,10.4
551,Connecticut,2020-03-03,6.0,10.0,19.0,5.0,3.0,-1.0,8.6
552,Connecticut,2020-03-04,6.0,8.0,22.0,4.0,2.0,-1.0,8.4
553,Connecticut,2020-03-05,7.0,8.0,29.0,5.0,3.0,-1.0,10.4
554,Connecticut,2020-03-06,2.0,1.0,1.0,2.0,2.0,1.0,1.6
555,Connecticut,2020-03-07,10.0,6.0,50.0,7.0,3.0,-1.0,15.2
556,Connecticut,2020-03-08,8.0,3.0,55.0,10.0,2.0,0.0,15.6
557,Connecticut,2020-03-09,9.0,8.0,95.0,2.0,2.0,-1.0,23.2
558,Connecticut,2020-03-10,4.0,9.0,24.0,0.0,1.0,0.0,7.6
559,Connecticut,2020-03-11,5.0,12.0,30.0,-3.0,-1.0,0.0,8.6
560,Connecticut,2020-03-12,5.0,34.0,10.0,-9.0,-2.0,2.0,7.6
561,Connecticut,2020-03-13,-4.0,30.0,6.0,-18.0,-12.0,6.0,0.4
562,Connecticut,2020-03-14,-7.0,16.0,95.0,-12.0,-3.0,3.0,17.8
563,Connecticut,2020-03-15,-13.0,4.0,56.0,-19.0,-8.0,5.0,4.0
564,Connecticut,2020-03-16,-7.0,26.0,16.0,-25.0,-23.0,9.0,-2.6
565,Connecticut,2020-03-17,-27.0,8.0,-10.0,-30.0,-31.0,14.0,-18.0
566,Connecticut,2020-03-18,-27.0,6.0,46.0,-30.0,-34.0,14.0,-7.8
567,Connecticut,2020-03-19,-33.0,2.0,-12.0,-40.0,-36.0,17.0,-23.8
568,Connecticut,2020-03-20,-32.0,12.0,12.0,-41.0,-37.0,18.0,-17.2
569,Connecticut,2020-03-21,-38.0,1.0,100.0,-38.0,-26.0,11.0,-0.2
570,Connecticut,2020-03-22,-43.0,-15.0,27.0,-48.0,-29.0,11.0,-21.6
571,Connecticut,2020-03-23,-47.0,-24.0,-46.0,-53.0,-45.0,21.0,-43.0
572,Connecticut,2020-03-24,-43.0,-16.0,17.0,-46.0,-47.0,21.0,-27.0
573,Connecticut,2020-03-25,-46.0,-19.0,-21.0,-51.0,-49.0,22.0,-37.2
574,Connecticut,2020-03-26,-41.0,-14.0,55.0,-48.0,-48.0,21.0,-19.2
575,Connecticut,2020-03-27,-42.0,-16.0,55.0,-51.0,-47.0,22.0,-20.2
576,Connecticut,2020-03-28,-48.0,-20.0,29.0,-55.0,-35.0,15.0,-25.8
577,Connecticut,2020-03-29,-56.0,-32.0,-52.0,-64.0,-38.0,15.0,-48.4
578,Connecticut,2020-03-30,-43.0,-19.0,-6.0,-53.0,-49.0,21.0,-34.0
579,Connecticut,2020-03-31,-42.0,-18.0,8.0,-51.0,-51.0,22.0,-30.8
580,Connecticut,2020-04-01,-40.0,-11.0,28.0,-49.0,-51.0,21.0,-24.6
581,Connecticut,2020-04-02,-44.0,-12.0,-3.0,-54.0,-51.0,23.0,-32.8
582,Connecticut,2020-04-03,-46.0,-12.0,-35.0,-59.0,-52.0,26.0,-40.8
583,Connecticut,2020-04-04,-47.0,-15.0,88.0,-53.0,-38.0,15.0,-13.0
584,Connecticut,2020-04-05,-50.0,-26.0,23.0,-61.0,-38.0,13.0,-30.4
585,Connecticut,2020-04-06,-39.0,-16.0,60.0,-52.0,-52.0,21.0,-19.8
586,Connecticut,2020-04-07,-41.0,-16.0,42.0,-50.0,-53.0,22.0,-23.6
587,Connecticut,2020-04-08,-46.0,-17.0,-3.0,-54.0,-54.0,23.0,-34.8
588,Connecticut,2020-04-09,-48.0,-17.0,-32.0,-59.0,-55.0,25.0,-42.2
589,Connecticut,2020-04-10,-45.0,-10.0,-10.0,-59.0,-62.0,28.0,-37.2
590,Connecticut,2020-04-11,-44.0,-9.0,76.0,-54.0,-40.0,15.0,-14.2
591,Connecticut,2020-04-12,-65.0,-50.0,25.0,-62.0,-45.0,13.0,-39.4
592,Connecticut,2020-04-13,-57.0,-41.0,-52.0,-66.0,-56.0,26.0,-54.4
593,Connecticut,2020-04-14,-39.0,-14.0,35.0,-50.0,-52.0,21.0,-24.0
594,Connecticut,2020-04-15,-36.0,-14.0,20.0,-52.0,-52.0,22.0,-26.8
595,Connecticut,2020-04-16,-40.0,-15.0,8.0,-53.0,-52.0,23.0,-30.4
596,Connecticut,2020-04-17,-42.0,-18.0,5.0,-55.0,-51.0,24.0,-32.2
597,Connecticut,2020-04-18,-51.0,-24.0,-12.0,-59.0,-38.0,17.0,-36.8
598,Connecticut,2020-04-19,-41.0,-23.0,73.0,-55.0,-34.0,11.0,-16.0
599,Connecticut,2020-04-20,-39.0,-19.0,17.0,-52.0,-50.0,21.0,-28.6
600,Connecticut,2020-04-21,-46.0,-25.0,-28.0,-55.0,-52.0,24.0,-41.2
601,Connecticut,2020-04-22,-40.0,-17.0,5.0,-51.0,-52.0,22.0,-31.0
602,Connecticut,2020-04-23,-41.0,-18.0,1.0,-52.0,-51.0,22.0,-32.2
603,Connecticut,2020-04-24,-45.0,-22.0,-33.0,-58.0,-51.0,26.0,-41.8
604,Connecticut,2020-04-25,-37.0,-17.0,174.0,-44.0,-33.0,11.0,8.6
605,Connecticut,2020-04-26,-50.0,-29.0,-41.0,-63.0,-36.0,14.0,-43.8
606,Connecticut,2020-04-27,-40.0,-20.0,-18.0,-54.0,-49.0,22.0,-36.2
607,Connecticut,2020-04-28,-33.0,-14.0,55.0,-45.0,-50.0,14.0,-17.4
608,Connecticut,2020-04-29,-37.0,-17.0,19.0,-48.0,-51.0,21.0,-26.8
609,Connecticut,2020-04-30,-42.0,-18.0,-24.0,-55.0,-51.0,23.0,-38.0
